fixture_id,league,league_ru,season,date,home_team,away_team,home_goals,away_goals,result,b365_home,b365_draw,b365_away,bw_home,bw_draw,bw_away,iw_home,iw_draw,iw_away,ps_home,ps_draw,ps_away,wh_home,wh_draw,wh_away,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
fd_B1_19/10/2022_Club Brugge_St Truiden,B1,Жюпилер Лига,2022,19/10/2022,Club Brugge,St Truiden,3,0,H,1.5,4.5,5.75,1.46,4.5,6.5,1.45,4.4,6.5,1.48,4.73,6.62,1.44,4.2,7.0,12,7,7,2,14,14,8,1,2,2,0,1
fd_B1_19/10/2022_Mechelen_Standard,B1,Жюпилер Лига,2022,19/10/2022,Mechelen,Standard,2,0,H,2.55,3.4,2.62,2.5,3.6,2.6,2.5,3.45,2.6,2.59,3.88,2.56,2.55,3.4,2.6,14,8,7,1,9,9,8,5,1,2,0,0
fd_B1_20/10/2022_Antwerp_Oostende,B1,Жюпилер Лига,2022,20/10/2022,Antwerp,Oostende,3,0,H,1.57,4.2,5.0,1.58,4.1,5.5,1.57,4.1,5.25,1.58,4.32,5.39,1.57,3.9,5.5,17,6,4,2,15,17,7,3,1,2,0,0
fd_B1_20/10/2022_Waregem_Anderlecht,B1,Жюпилер Лига,2022,20/10/2022,Waregem,Anderlecht,3,2,H,5.25,4.2,1.57,4.8,4.33,1.61,5.0,4.2,1.57,4.85,4.4,1.62,5.25,4.0,1.6,12,11,5,4,19,14,5,5,8,1,0,1
fd_B1_21/10/2022_Cercle Brugge_Charleroi,B1,Жюпилер Лига,2022,21/10/2022,Cercle Brugge,Charleroi,4,1,H,2.0,3.4,3.8,2.0,3.7,3.6,2.05,3.5,3.35,2.02,3.78,3.65,0.0,0.0,0.0,20,11,8,3,9,9,6,6,3,1,0,0
fd_B1_22/10/2022_Kortrijk_Westerlo,B1,Жюпилер Лига,2022,22/10/2022,Kortrijk,Westerlo,0,2,A,2.87,3.5,2.3,2.85,3.7,2.3,2.8,3.5,2.3,3.04,3.69,2.31,0.0,0.0,0.0,6,18,3,5,11,14,6,6,0,2,1,0
fd_B1_22/10/2022_Mechelen_Eupen,B1,Жюпилер Лига,2022,22/10/2022,Mechelen,Eupen,2,1,H,1.85,3.8,3.75,1.95,3.7,3.6,1.95,3.65,3.5,1.93,3.95,3.78,0.0,0.0,0.0,20,9,10,2,7,10,7,8,3,4,1,0
fd_B1_22/10/2022_St Truiden_Oud-Heverlee Leuven,B1,Жюпилер Лига,2022,22/10/2022,St Truiden,Oud-Heverlee Leuven,0,0,D,2.0,3.4,3.6,2.05,3.7,3.4,2.05,3.55,3.25,2.02,3.87,3.56,0.0,0.0,0.0,13,14,3,2,10,12,3,5,2,2,1,0
fd_B1_22/10/2022_St. Gilloise_Club Brugge,B1,Жюпилер Лига,2022,22/10/2022,St. Gilloise,Club Brugge,2,2,D,2.6,3.4,2.6,2.5,3.5,2.65,2.5,3.4,2.5,2.6,3.58,2.71,0.0,0.0,0.0,6,13,4,2,8,9,4,4,4,2,1,0
fd_B1_23/10/2022_Antwerp_Genk,B1,Жюпилер Лига,2022,23/10/2022,Antwerp,Genk,1,3,A,2.62,3.4,2.45,2.55,3.6,2.55,2.6,3.45,2.5,2.74,3.49,2.63,0.0,0.0,0.0,20,8,4,5,10,19,8,4,1,1,0,0
fd_B1_23/10/2022_Gent_Seraing,B1,Жюпилер Лига,2022,23/10/2022,Gent,Seraing,2,1,H,1.36,5.0,7.0,1.38,5.0,7.5,1.37,5.0,7.0,1.4,5.05,7.08,0.0,0.0,0.0,14,5,4,3,5,11,9,3,1,1,0,0
fd_B1_23/10/2022_Standard_Anderlecht,B1,Жюпилер Лига,2022,23/10/2022,Standard,Anderlecht,5,0,H,3.0,3.5,2.2,3.2,3.5,2.2,2.9,3.45,2.25,2.99,3.74,2.26,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
fd_B1_23/10/2022_Oostende_Waregem,B1,Жюпилер Лига,2022,23/10/2022,Oostende,Waregem,2,1,H,2.05,3.5,3.4,2.05,3.6,3.3,2.1,3.55,3.15,2.08,3.79,3.32,0.0,0.0,0.0,8,7,5,4,15,20,5,5,2,3,0,0
fd_B1_28/10/2022_Genk_Mechelen,B1,Жюпилер Лига,2022,28/10/2022,Genk,Mechelen,3,1,H,1.36,5.25,7.0,1.39,5.25,7.5,1.37,4.9,7.75,1.36,5.6,8.1,1.38,4.8,7.5,14,10,6,5,9,15,8,7,2,2,1,0
fd_B1_29/10/2022_Waregem_Standard,B1,Жюпилер Лига,2022,29/10/2022,Waregem,Standard,0,3,A,3.0,3.6,2.2,3.0,3.6,2.2,2.9,3.55,2.2,3.1,3.89,2.2,3.0,3.5,2.2,6,18,3,7,13,11,4,10,1,1,1,0
fd_B1_29/10/2022_Kortrijk_Cercle Brugge,B1,Жюпилер Лига,2022,29/10/2022,Kortrijk,Cercle Brugge,1,1,D,3.6,3.6,1.95,3.5,3.6,1.98,3.45,3.6,1.97,3.66,3.71,2.03,3.7,3.5,1.95,14,16,5,3,17,16,3,6,4,2,0,0
fd_B1_29/10/2022_Westerlo_St Truiden,B1,Жюпилер Лига,2022,29/10/2022,Westerlo,St Truiden,2,3,A,2.2,3.25,3.4,2.15,3.4,3.3,2.15,3.25,3.2,2.25,3.44,3.34,2.2,3.2,3.3,11,13,3,4,5,9,4,2,4,3,0,0
fd_B1_29/10/2022_Club Brugge_Oostende,B1,Жюпилер Лига,2022,29/10/2022,Club Brugge,Oostende,4,2,H,1.25,6.0,10.0,1.29,5.75,9.5,1.3,5.75,8.75,1.28,6.42,9.18,1.25,5.5,11.0,16,6,6,3,5,13,4,2,2,2,0,0
fd_B1_30/10/2022_Anderlecht_Eupen,B1,Жюпилер Лига,2022,30/10/2022,Anderlecht,Eupen,4,2,H,1.44,4.75,6.0,1.46,4.6,6.5,1.5,4.5,5.75,1.44,4.96,6.9,1.44,4.33,7.0,19,12,8,2,15,6,10,4,2,2,0,0
fd_B1_30/10/2022_Seraing_St. Gilloise,B1,Жюпилер Лига,2022,30/10/2022,Seraing,St. Gilloise,1,2,A,6.0,4.2,1.53,5.75,4.1,1.55,5.75,4.1,1.53,5.92,4.23,1.55,6.0,4.0,1.53,12,13,2,3,16,11,6,7,3,2,0,0
fd_B1_30/10/2022_Oud-Heverlee Leuven_Gent,B1,Жюпилер Лига,2022,30/10/2022,Oud-Heverlee Leuven,Gent,1,1,D,3.75,3.6,1.95,3.75,3.75,1.9,3.45,3.6,1.97,3.58,3.79,1.99,3.7,3.5,1.95,12,10,5,4,14,17,1,6,5,4,0,0
fd_B1_30/10/2022_Charleroi_Antwerp,B1,Жюпилер Лига,2022,30/10/2022,Charleroi,Antwerp,1,0,H,3.4,3.5,2.05,3.3,3.7,2.05,3.2,3.55,2.05,3.27,3.69,2.13,3.4,3.5,2.05,8,14,3,6,13,4,4,8,3,3,0,0
fd_B1_04/11/2022_Genk_Charleroi,B1,Жюпилер Лига,2022,04/11/2022,Genk,Charleroi,4,1,H,1.4,4.75,7.5,1.41,5.25,6.75,1.4,5.0,6.75,1.4,5.26,7.51,1.44,4.5,6.5,13,6,8,2,3,7,5,4,1,1,0,0
fd_B1_05/11/2022_Mechelen_Waregem,B1,Жюпилер Лига,2022,05/11/2022,Mechelen,Waregem,2,2,D,1.72,3.75,4.5,1.8,4.0,4.0,1.77,3.8,3.85,1.78,4.28,4.17,1.8,3.8,4.0,22,14,6,7,11,10,11,5,1,4,0,1
fd_B1_05/11/2022_Cercle Brugge_Oud-Heverlee Leuven,B1,Жюпилер Лига,2022,05/11/2022,Cercle Brugge,Oud-Heverlee Leuven,2,1,H,1.83,3.8,3.8,1.82,3.9,3.9,1.9,3.85,3.55,1.88,4.18,3.62,1.85,3.7,3.8,8,9,4,4,8,14,6,6,2,2,0,0
fd_B1_05/11/2022_Seraing_St Truiden,B1,Жюпилер Лига,2022,05/11/2022,Seraing,St Truiden,1,2,A,3.6,3.2,2.1,3.6,3.3,2.1,3.4,3.25,2.1,3.73,3.4,2.12,3.6,3.2,2.1,6,15,2,5,14,19,5,7,5,1,1,0
fd_B1_05/11/2022_Eupen_Standard,B1,Жюпилер Лига,2022,05/11/2022,Eupen,Standard,2,0,H,3.1,3.4,2.25,3.0,3.5,2.25,2.95,3.45,2.2,3.07,3.84,2.24,3.0,3.4,2.25,13,8,5,4,13,10,7,2,0,3,1,1
fd_B1_06/11/2022_Gent_Club Brugge,B1,Жюпилер Лига,2022,06/11/2022,Gent,Club Brugge,2,0,H,2.7,3.5,2.5,2.7,3.5,2.5,2.65,3.4,2.45,2.86,3.61,2.45,2.7,3.3,2.5,11,8,2,4,11,12,4,3,1,5,0,0
fd_B1_06/11/2022_St. Gilloise_Westerlo,B1,Жюпилер Лига,2022,06/11/2022,St. Gilloise,Westerlo,1,1,D,1.57,4.0,5.5,1.6,4.1,5.25,1.6,4.0,5.25,1.56,4.28,5.71,1.6,3.9,5.25,25,13,1,5,12,14,10,4,4,3,0,0
fd_B1_06/11/2022_Antwerp_Anderlecht,B1,Жюпилер Лига,2022,06/11/2022,Antwerp,Anderlecht,0,0,D,2.15,3.4,3.3,2.25,3.4,3.2,2.2,3.3,3.05,2.2,3.53,3.25,2.25,3.3,3.1,14,4,3,1,13,13,4,1,2,3,0,0
fd_B1_06/11/2022_Oostende_Kortrijk,B1,Жюпилер Лига,2022,06/11/2022,Oostende,Kortrijk,3,1,H,2.1,3.4,3.3,2.15,3.6,3.2,2.15,3.45,3.1,2.22,3.54,3.22,2.15,3.4,3.2,22,8,9,4,13,15,8,6,3,3,0,1
fd_B1_11/11/2022_Oud-Heverlee Leuven_Seraing,B1,Жюпилер Лига,2022,11/11/2022,Oud-Heverlee Leuven,Seraing,5,0,H,1.55,4.0,5.75,1.58,4.0,5.75,1.55,4.1,5.5,1.59,4.32,5.63,1.6,4.0,5.25,25,4,14,1,11,8,14,3,1,6,0,1
fd_B1_12/11/2022_Westerlo_Oostende,B1,Жюпилер Лига,2022,12/11/2022,Westerlo,Oostende,6,0,H,1.75,4.0,4.2,1.8,3.8,4.2,1.8,3.8,3.9,1.78,4.11,4.31,1.75,3.8,4.2,16,7,8,0,8,14,5,3,1,2,0,0
fd_B1_12/11/2022_St Truiden_Cercle Brugge,B1,Жюпилер Лига,2022,12/11/2022,St Truiden,Cercle Brugge,0,1,A,2.4,3.4,2.8,2.4,3.3,2.9,2.45,3.25,2.85,2.54,3.34,2.94,2.4,3.25,2.88,12,6,1,1,13,11,10,2,0,4,1,1
fd_B1_12/11/2022_Waregem_Eupen,B1,Жюпилер Лига,2022,12/11/2022,Waregem,Eupen,5,5,D,2.3,3.75,2.8,2.3,3.7,2.8,2.35,3.55,2.75,2.31,3.9,2.91,2.3,3.5,2.88,19,16,9,8,12,8,11,2,2,2,0,0
fd_B1_12/11/2022_Charleroi_Mechelen,B1,Жюпилер Лига,2022,12/11/2022,Charleroi,Mechelen,0,5,A,2.2,3.5,3.0,2.3,3.6,2.9,2.25,3.45,2.9,2.26,3.74,3.09,2.3,3.4,2.9,0,0,0,0,0,0,0,0,0,0,0,0
fd_B1_13/11/2022_Club Brugge_Antwerp,B1,Жюпилер Лига,2022,13/11/2022,Club Brugge,Antwerp,2,2,D,1.83,3.75,4.0,1.82,3.7,4.2,1.85,3.7,3.75,1.83,3.97,4.0,1.83,3.6,4.0,9,11,5,6,11,11,3,4,4,2,0,0
fd_B1_13/11/2022_Standard_St. Gilloise,B1,Жюпилер Лига,2022,13/11/2022,Standard,St. Gilloise,2,3,A,3.4,3.5,2.0,3.5,3.4,2.05,3.3,3.5,2.05,3.35,3.78,2.07,3.4,3.5,2.05,10,13,5,7,10,17,8,4,3,4,0,0
fd_B1_13/11/2022_Anderlecht_Genk,B1,Жюпилер Лига,2022,13/11/2022,Anderlecht,Genk,0,2,A,2.62,3.5,2.5,2.6,3.5,2.55,2.6,3.4,2.45,2.61,3.5,2.66,2.6,3.4,2.55,12,13,5,4,10,14,5,6,2,3,0,1
fd_B1_13/11/2022_Kortrijk_Gent,B1,Жюпилер Лига,2022,13/11/2022,Kortrijk,Gent,0,4,A,5.0,3.8,1.66,5.0,4.0,1.66,4.7,3.85,1.67,4.67,4.06,1.7,4.8,3.75,1.67,8,19,3,10,8,15,8,6,2,0,1,1
fd_B1_23/12/2022_Seraing_Eupen,B1,Жюпилер Лига,2022,23/12/2022,Seraing,Eupen,0,1,A,2.7,3.25,2.45,2.85,3.4,2.5,2.75,3.3,2.5,2.79,3.57,2.53,2.7,3.4,2.45,8,15,1,5,9,16,4,9,3,1,0,0
fd_B1_23/12/2022_Gent_Standard,B1,Жюпилер Лига,2022,23/12/2022,Gent,Standard,0,0,D,1.53,4.0,5.25,1.55,4.2,6.0,1.55,4.0,6.0,1.53,4.3,6.62,1.53,4.0,6.0,21,1,5,0,12,12,13,1,0,5,0,0
fd_B1_23/12/2022_Mechelen_Cercle Brugge,B1,Жюпилер Лига,2022,23/12/2022,Mechelen,Cercle Brugge,1,1,D,2.55,3.4,2.55,2.65,3.5,2.65,2.55,3.3,2.55,2.65,3.62,2.64,2.55,3.4,2.62,20,12,9,4,8,8,9,8,2,4,0,1
fd_B1_26/12/2022_Club Brugge_Oud-Heverlee Leuven,B1,Жюпилер Лига,2022,26/12/2022,Club Brugge,Oud-Heverlee Leuven,1,1,D,1.44,4.75,5.75,1.44,4.8,6.5,1.43,4.8,6.0,1.46,4.84,6.23,1.44,4.5,6.5,20,12,7,5,10,17,3,3,3,2,0,0
fd_B1_26/12/2022_St. Gilloise_Oostende,B1,Жюпилер Лига,2022,26/12/2022,St. Gilloise,Oostende,3,0,H,1.33,5.0,7.0,1.36,5.0,8.25,1.35,5.5,7.5,1.32,5.62,8.85,1.33,5.0,8.5,12,4,5,1,9,13,10,2,3,4,0,0
fd_B1_26/12/2022_Kortrijk_Genk,B1,Жюпилер Лига,2022,26/12/2022,Kortrijk,Genk,1,0,H,6.5,4.33,1.4,6.25,4.6,1.47,6.0,4.7,1.45,6.33,5.05,1.44,7.0,4.4,1.42,18,14,8,6,13,11,5,6,4,1,0,0
fd_B1_26/12/2022_Charleroi_Anderlecht,B1,Жюпилер Лига,2022,26/12/2022,Charleroi,Anderlecht,0,1,A,2.9,3.4,2.15,3.0,3.5,2.25,2.9,3.45,2.2,3.07,3.84,2.18,2.9,3.4,2.15,9,9,2,2,13,8,3,0,2,1,0,0
fd_B1_27/12/2022_St Truiden_Waregem,B1,Жюпилер Лига,2022,27/12/2022,St Truiden,Waregem,2,0,H,1.67,3.6,4.5,1.68,3.9,4.8,1.67,3.85,4.7,1.62,4.14,5.22,1.67,3.7,5.0,12,6,6,1,10,10,6,3,0,1,0,1
fd_B1_27/12/2022_Westerlo_Antwerp,B1,Жюпилер Лига,2022,27/12/2022,Westerlo,Antwerp,3,3,D,3.1,3.5,2.05,3.2,3.7,2.1,3.0,3.55,2.15,0.0,0.0,0.0,3.1,3.5,2.15,10,15,4,7,10,8,3,6,1,1,0,0
fd_B1_06/01/2023_Standard_St Truiden,B1,Жюпилер Лига,2022,06/01/2023,Standard,St Truiden,1,1,D,2.2,3.25,3.0,2.4,3.2,3.1,2.35,3.15,2.95,2.43,3.17,3.27,2.4,3.2,2.9,6,9,1,3,11,13,9,2,0,2,0,0
fd_B1_07/01/2023_Eupen_Charleroi,B1,Жюпилер Лига,2022,07/01/2023,Eupen,Charleroi,1,2,A,2.55,3.4,2.45,2.65,3.7,2.45,2.55,3.5,2.45,2.69,3.66,2.58,2.7,3.4,2.45,10,20,3,4,11,12,5,7,1,2,0,0
fd_B1_07/01/2023_Cercle Brugge_Westerlo,B1,Жюпилер Лига,2022,07/01/2023,Cercle Brugge,Westerlo,0,1,A,2.05,3.5,3.1,2.15,3.6,3.2,2.1,3.55,3.05,2.18,3.65,3.32,2.1,3.5,3.2,11,4,5,2,8,9,6,4,1,3,0,0
fd_B1_07/01/2023_Oostende_Seraing,B1,Жюпилер Лига,2022,07/01/2023,Oostende,Seraing,1,2,A,1.75,3.75,4.2,1.78,3.8,4.2,1.75,3.8,3.95,1.85,3.97,4.14,1.8,3.6,4.2,17,4,3,2,21,20,5,2,6,5,2,0
fd_B1_07/01/2023_Antwerp_Gent,B1,Жюпилер Лига,2022,07/01/2023,Antwerp,Gent,2,0,H,2.45,3.25,2.63,2.45,3.4,2.8,2.45,3.35,2.7,2.51,3.35,2.89,2.4,3.4,2.75,11,9,5,1,10,10,3,6,2,1,0,0
fd_B1_08/01/2023_Genk_Club Brugge,B1,Жюпилер Лига,2022,08/01/2023,Genk,Club Brugge,3,1,H,2.1,3.5,3.0,2.1,3.8,3.1,2.2,3.6,2.95,2.2,3.76,3.08,2.15,3.6,3.1,12,7,6,4,13,10,5,4,2,4,0,1
fd_B1_08/01/2023_Waregem_Mechelen,B1,Жюпилер Лига,2022,08/01/2023,Waregem,Mechelen,2,0,H,2.75,3.5,2.2,2.8,3.8,2.25,2.7,3.7,2.25,2.88,3.94,2.25,2.8,3.6,2.3,16,7,4,4,21,16,3,3,2,6,0,0
fd_B1_08/01/2023_Anderlecht_St. Gilloise,B1,Жюпилер Лига,2022,08/01/2023,Anderlecht,St. Gilloise,1,3,A,2.6,3.3,2.45,2.65,3.5,2.55,2.6,3.35,2.5,2.79,3.49,2.5,2.7,3.3,2.55,6,21,2,10,12,12,0,6,5,3,1,0
fd_B1_08/01/2023_Oud-Heverlee Leuven_Kortrijk,B1,Жюпилер Лига,2022,08/01/2023,Oud-Heverlee Leuven,Kortrijk,2,3,A,1.65,4.0,4.2,1.68,4.1,4.6,1.7,3.95,4.1,1.67,4.25,4.66,1.7,3.8,4.6,16,15,4,6,10,16,5,6,1,3,0,0
fd_B1_13/01/2023_Westerlo_Oud-Heverlee Leuven,B1,Жюпилер Лига,2022,13/01/2023,Westerlo,Oud-Heverlee Leuven,1,2,A,1.95,3.75,3.5,2.0,3.7,3.4,2.05,3.6,3.25,2.01,3.93,3.53,2.0,3.6,3.4,14,10,4,4,10,7,9,3,3,2,0,1
fd_B1_14/01/2023_Seraing_Standard,B1,Жюпилер Лига,2022,14/01/2023,Seraing,Standard,1,1,D,3.8,3.6,1.91,4.0,3.6,1.88,3.65,3.5,1.9,4.07,3.6,1.92,4.0,3.4,1.91,8,16,2,1,9,15,3,11,5,1,0,0
fd_B1_14/01/2023_Eupen_St Truiden,B1,Жюпилер Лига,2022,14/01/2023,Eupen,St Truiden,0,2,A,2.9,3.4,2.3,2.9,3.4,2.4,2.85,3.3,2.35,3.03,3.35,2.41,2.9,3.3,2.35,7,10,3,4,9,9,3,3,1,1,0,0
fd_B1_14/01/2023_Mechelen_Oostende,B1,Жюпилер Лига,2022,14/01/2023,Mechelen,Oostende,2,1,H,1.73,3.8,4.33,1.77,3.9,4.33,1.75,3.8,4.0,1.74,4.09,4.4,1.75,3.75,4.33,16,14,6,4,6,17,10,1,1,1,0,1
fd_B1_14/01/2023_Genk_Waregem,B1,Жюпилер Лига,2022,14/01/2023,Genk,Waregem,1,0,H,1.25,6.5,8.0,1.26,6.5,9.5,1.25,6.25,9.5,1.26,6.4,9.3,1.24,5.8,11.0,9,7,3,1,17,16,1,5,2,2,0,0
fd_B1_15/01/2023_Club Brugge_Anderlecht,B1,Жюпилер Лига,2022,15/01/2023,Club Brugge,Anderlecht,1,1,D,1.91,3.75,3.6,1.98,3.6,3.6,2.0,3.55,3.4,1.93,3.78,3.8,2.0,3.5,3.5,17,4,6,0,13,15,3,4,2,3,0,0
fd_B1_15/01/2023_Gent_Kortrijk,B1,Жюпилер Лига,2022,15/01/2023,Gent,Kortrijk,2,1,H,1.36,5.0,8.5,1.34,5.25,8.5,1.35,5.25,7.75,1.32,5.43,9.12,1.35,4.75,8.5,15,12,6,5,14,12,7,5,3,1,0,0
fd_B1_15/01/2023_St. Gilloise_Antwerp,B1,Жюпилер Лига,2022,15/01/2023,St. Gilloise,Antwerp,2,0,H,2.15,3.4,3.25,2.15,3.4,3.25,2.15,3.4,3.1,2.16,3.51,3.36,2.15,3.4,3.25,17,7,6,5,13,11,8,9,5,4,0,0
fd_B1_15/01/2023_Charleroi_Cercle Brugge,B1,Жюпилер Лига,2022,15/01/2023,Charleroi,Cercle Brugge,2,1,H,2.63,3.3,2.63,2.65,3.4,2.55,2.5,3.3,2.55,2.64,3.42,2.68,2.6,3.4,2.55,10,12,6,3,9,12,9,7,1,1,0,0
fd_B1_17/01/2023_Oud-Heverlee Leuven_Eupen,B1,Жюпилер Лига,2022,17/01/2023,Oud-Heverlee Leuven,Eupen,1,1,D,1.62,4.0,4.75,1.68,4.0,4.75,1.65,4.0,4.5,1.67,4.39,4.78,1.73,3.8,4.33,17,7,7,3,9,10,8,7,2,2,0,0
fd_B1_17/01/2023_Standard_Mechelen,B1,Жюпилер Лига,2022,17/01/2023,Standard,Mechelen,2,0,H,1.85,3.6,3.8,1.93,3.7,3.7,1.95,3.6,3.45,1.98,3.75,3.8,2.05,3.4,3.5,12,10,5,1,12,13,7,7,2,0,0,0
fd_B1_17/01/2023_Westerlo_Genk,B1,Жюпилер Лига,2022,17/01/2023,Westerlo,Genk,2,3,A,3.3,3.75,2.0,3.5,3.6,2.0,3.25,3.6,2.05,3.45,3.97,2.03,3.7,3.5,1.95,14,8,5,3,7,9,11,4,3,0,0,0
fd_B1_18/01/2023_Cercle Brugge_St. Gilloise,B1,Жюпилер Лига,2022,18/01/2023,Cercle Brugge,St. Gilloise,1,1,D,3.3,3.5,2.05,3.5,3.5,2.05,3.25,3.45,2.1,3.6,3.56,2.1,3.5,3.4,2.05,6,15,1,7,15,10,3,6,2,0,0,0
fd_B1_18/01/2023_Oostende_Antwerp,B1,Жюпилер Лига,2022,18/01/2023,Oostende,Antwerp,0,3,A,4.2,3.8,1.75,4.33,3.7,1.8,3.95,3.7,1.77,4.1,4.01,1.84,4.2,3.6,1.8,16,12,3,6,13,17,6,5,1,0,0,0
fd_B1_18/01/2023_Anderlecht_Waregem,B1,Жюпилер Лига,2022,18/01/2023,Anderlecht,Waregem,2,3,A,1.5,4.5,5.25,1.55,4.4,5.5,1.53,4.4,5.25,1.59,4.63,5.21,1.47,4.4,6.0,19,11,9,5,9,16,5,2,1,2,0,0
fd_B1_18/01/2023_Kortrijk_Seraing,B1,Жюпилер Лига,2022,18/01/2023,Kortrijk,Seraing,3,2,H,1.85,3.75,3.8,1.8,3.7,4.33,1.83,3.6,3.85,1.83,3.7,4.53,1.83,3.5,4.2,21,12,7,7,11,12,6,8,1,2,0,1
fd_B1_19/01/2023_Gent_Charleroi,B1,Жюпилер Лига,2022,19/01/2023,Gent,Charleroi,0,0,D,1.55,4.2,5.25,1.58,4.1,5.5,1.55,4.2,5.25,1.55,4.27,5.91,1.57,3.9,5.8,11,9,6,3,7,11,9,5,2,4,0,0
fd_B1_19/01/2023_St Truiden_Club Brugge,B1,Жюпилер Лига,2022,19/01/2023,St Truiden,Club Brugge,1,1,D,3.5,3.5,2.0,3.4,3.5,2.05,3.3,3.4,2.05,3.76,3.35,2.08,3.4,3.3,2.1,8,13,4,4,14,6,1,8,1,1,0,0
fd_B1_21/01/2023_Waregem_Westerlo,B1,Жюпилер Лига,2022,21/01/2023,Waregem,Westerlo,1,1,D,2.88,3.4,2.2,2.87,3.6,2.3,2.8,3.45,2.3,2.98,3.62,2.37,0.0,0.0,0.0,11,13,3,5,15,10,5,5,1,1,0,0
fd_B1_21/01/2023_Mechelen_Kortrijk,B1,Жюпилер Лига,2022,21/01/2023,Mechelen,Kortrijk,3,2,H,1.75,3.5,4.2,1.83,3.8,4.0,1.8,3.75,3.85,1.8,4.11,4.22,0.0,0.0,0.0,15,8,8,3,14,15,9,0,2,4,0,0
fd_B1_21/01/2023_Oostende_Cercle Brugge,B1,Жюпилер Лига,2022,21/01/2023,Oostende,Cercle Brugge,1,2,A,3.0,3.4,2.1,3.1,3.6,2.2,2.95,3.5,2.2,3.16,3.75,2.22,0.0,0.0,0.0,9,10,4,6,11,15,4,6,3,1,0,0
fd_B1_21/01/2023_St. Gilloise_Oud-Heverlee Leuven,B1,Жюпилер Лига,2022,21/01/2023,St. Gilloise,Oud-Heverlee Leuven,1,0,H,1.5,4.5,5.25,1.49,4.5,6.25,1.47,4.5,6.0,1.53,4.64,5.85,0.0,0.0,0.0,18,11,7,4,7,15,12,5,1,3,0,0
fd_B1_22/01/2023_Antwerp_Standard,B1,Жюпилер Лига,2022,22/01/2023,Antwerp,Standard,4,1,H,1.67,3.6,4.75,1.68,3.75,5.0,1.7,3.7,4.4,1.68,3.88,5.05,0.0,0.0,0.0,8,10,6,3,20,9,2,2,3,2,0,1
fd_B1_22/01/2023_Seraing_Anderlecht,B1,Жюпилер Лига,2022,22/01/2023,Seraing,Anderlecht,0,1,A,5.25,4.0,1.55,5.5,4.0,1.6,5.25,3.95,1.6,5.86,4.12,1.57,0.0,0.0,0.0,9,14,4,4,17,11,4,6,3,1,0,0
fd_B1_22/01/2023_Club Brugge_Charleroi,B1,Жюпилер Лига,2022,22/01/2023,Club Brugge,Charleroi,2,2,D,1.4,4.5,6.5,1.46,4.6,6.75,1.43,4.6,6.75,1.41,4.85,7.35,0.0,0.0,0.0,12,9,6,3,7,18,2,3,2,4,0,1
fd_B1_22/01/2023_St Truiden_Gent,B1,Жюпилер Лига,2022,22/01/2023,St Truiden,Gent,0,3,A,3.4,3.2,2.1,3.4,3.4,2.15,3.2,3.3,2.15,3.48,3.31,2.19,0.0,0.0,0.0,5,13,1,4,12,10,1,5,2,0,1,0
fd_B1_27/01/2023_Standard_Eupen,B1,Жюпилер Лига,2022,27/01/2023,Standard,Eupen,3,1,H,1.65,3.75,4.5,1.77,3.8,4.75,1.7,3.8,4.7,1.68,3.98,5.2,1.73,3.6,4.75,13,8,7,3,15,11,8,2,1,2,0,0
fd_B1_28/01/2023_Westerlo_Mechelen,B1,Жюпилер Лига,2022,28/01/2023,Westerlo,Mechelen,2,0,H,1.85,3.6,3.6,1.98,3.6,3.6,1.95,3.55,3.5,2.01,3.72,3.74,1.95,3.5,3.7,26,8,8,2,4,10,11,5,1,3,0,1
fd_B1_28/01/2023_Kortrijk_Oostende,B1,Жюпилер Лига,2022,28/01/2023,Kortrijk,Oostende,2,2,D,2.0,3.4,3.3,2.1,3.7,3.25,2.1,3.5,3.35,2.09,3.86,3.38,0.0,0.0,0.0,14,22,3,7,12,8,2,5,1,0,0,0
fd_B1_28/01/2023_Oud-Heverlee Leuven_St Truiden,B1,Жюпилер Лига,2022,28/01/2023,Oud-Heverlee Leuven,St Truiden,1,1,D,2.25,3.3,2.9,2.35,3.4,2.95,2.35,3.25,2.9,2.34,3.49,3.14,2.35,3.3,2.9,13,8,5,4,7,18,6,3,0,3,0,0
fd_B1_28/01/2023_Charleroi_St. Gilloise,B1,Жюпилер Лига,2022,28/01/2023,Charleroi,St. Gilloise,0,1,A,3.3,3.4,2.0,3.5,3.6,2.05,3.25,3.45,2.05,3.64,3.68,2.05,3.5,3.4,2.05,5,9,1,3,17,8,2,8,3,3,0,0
fd_B1_29/01/2023_Anderlecht_Antwerp,B1,Жюпилер Лига,2022,29/01/2023,Anderlecht,Antwerp,0,0,D,2.63,3.25,2.45,2.75,3.25,2.55,2.7,3.2,2.5,2.72,3.62,2.5,2.7,3.4,2.45,7,12,0,4,12,10,6,2,4,3,1,1
fd_B1_29/01/2023_Cercle Brugge_Gent,B1,Жюпилер Лига,2022,29/01/2023,Cercle Brugge,Gent,3,2,H,3.1,3.25,2.15,3.2,3.3,2.25,3.05,3.3,2.25,3.28,3.39,2.25,3.0,3.3,2.3,10,9,6,5,18,7,4,2,1,1,0,0
