fixture_id,league,league_ru,season,date,home_team,away_team,home_goals,away_goals,result,b365_home,b365_draw,b365_away,bw_home,bw_draw,bw_away,iw_home,iw_draw,iw_away,ps_home,ps_draw,ps_away,wh_home,wh_draw,wh_away,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
fd__09/03/2025_Real Madrid_Vallecano,SP1,Ла Лига,2024,09/03/2025,Real Madrid,Vallecano,2,1,H,1.29,5.75,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.28,6.23,10.43,1.3,5.5,10.0,10,20,5,6,12,17,4,6,3,1,0,0
fd__09/03/2025_Ath Bilbao_Mallorca,SP1,Ла Лига,2024,09/03/2025,Ath Bilbao,Mallorca,1,1,D,1.62,3.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,3.8,6.19,1.62,3.75,5.8,8,9,2,2,6,13,3,3,1,3,0,0
fd__09/03/2025_Betis_Las Palmas,SP1,Ла Лига,2024,09/03/2025,Betis,Las Palmas,1,0,H,1.42,4.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.47,4.66,7.11,1.44,4.5,6.5,14,8,6,1,12,14,11,1,2,8,0,1
fd__09/03/2025_Sociedad_Sevilla,SP1,Ла Лига,2024,09/03/2025,Sociedad,Sevilla,0,1,A,2.2,3.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.26,3.13,3.68,2.15,3.1,3.6,7,9,2,4,14,12,6,3,2,1,0,0
fd__10/03/2025_Espanol_Girona,SP1,Ла Лига,2024,10/03/2025,Espanol,Girona,1,1,D,3.1,3.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,3.13,3.28,2.45,3.1,3.2,2.4,7,18,4,4,11,13,4,9,3,3,0,0
fd__14/03/2025_Las Palmas_Alaves,SP1,Ла Лига,2024,14/03/2025,Las Palmas,Alaves,2,2,D,2.88,3.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,2.92,3.04,2.77,2.9,3.0,2.6,14,9,7,3,10,22,4,5,5,5,0,0
fd__15/03/2025_Valladolid_Celta,SP1,Ла Лига,2024,15/03/2025,Valladolid,Celta,0,1,A,5.0,3.8,1.63,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.94,1.68,5.0,3.8,1.7,5,10,2,1,9,15,3,4,3,3,0,0
fd__15/03/2025_Mallorca_Espanol,SP1,Ла Лига,2024,15/03/2025,Mallorca,Espanol,2,1,H,1.77,3.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,3.4,5.1,1.83,3.3,4.8,20,2,7,0,10,12,6,2,0,2,0,0
fd__15/03/2025_Villarreal_Real Madrid,SP1,Ла Лига,2024,15/03/2025,Villarreal,Real Madrid,1,2,A,3.1,3.75,2.15,0.0,0.0,0.0,0.0,0.0,0.0,3.08,3.96,2.19,3.0,3.8,2.15,23,9,10,5,17,3,11,4,2,1,0,0
fd__15/03/2025_Girona_Valencia,SP1,Ла Лига,2024,15/03/2025,Girona,Valencia,1,1,D,1.92,3.5,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.98,3.62,3.95,2.0,3.4,3.75,14,12,4,2,12,5,9,4,2,1,0,0
fd__16/03/2025_Leganes_Betis,SP1,Ла Лига,2024,16/03/2025,Leganes,Betis,2,3,A,3.8,3.3,2.05,0.0,0.0,0.0,0.0,0.0,0.0,3.84,3.38,2.09,3.75,3.3,2.05,10,21,4,6,16,5,3,7,2,1,0,0
fd__16/03/2025_Sevilla_Ath Bilbao,SP1,Ла Лига,2024,16/03/2025,Sevilla,Ath Bilbao,0,1,A,2.9,3.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.17,2.6,2.9,3.1,2.5,11,9,4,4,13,12,4,6,4,2,0,0
fd__16/03/2025_Osasuna_Getafe,SP1,Ла Лига,2024,16/03/2025,Osasuna,Getafe,1,2,A,2.25,2.88,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.34,3.01,3.65,2.38,2.9,3.5,12,7,4,4,19,15,3,2,2,3,0,1
fd__16/03/2025_Vallecano_Sociedad,SP1,Ла Лига,2024,16/03/2025,Vallecano,Sociedad,2,2,D,2.5,3.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.51,3.15,3.16,2.5,3.1,3.0,10,8,5,4,16,9,4,4,3,2,0,0
fd__16/03/2025_Ath Madrid_Barcelona,SP1,Ла Лига,2024,16/03/2025,Ath Madrid,Barcelona,2,4,A,3.1,3.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,3.06,3.69,2.3,3.0,3.6,2.25,7,13,2,6,10,11,6,6,1,3,0,0
fd__27/03/2025_Barcelona_Osasuna,SP1,Ла Лига,2024,27/03/2025,Barcelona,Osasuna,3,0,H,1.29,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,6.53,9.25,1.3,6.0,9.0,19,4,5,0,7,14,8,4,1,3,0,0
fd__29/03/2025_Sociedad_Valladolid,SP1,Ла Лига,2024,29/03/2025,Sociedad,Valladolid,2,1,H,1.33,4.75,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,4.91,10.39,0.0,0.0,0.0,12,12,2,5,20,10,3,6,2,3,0,0
fd__29/03/2025_Espanol_Ath Madrid,SP1,Ла Лига,2024,29/03/2025,Espanol,Ath Madrid,1,1,D,5.5,3.75,1.62,0.0,0.0,0.0,0.0,0.0,0.0,6.28,3.87,1.61,0.0,0.0,0.0,8,13,1,2,12,14,4,3,2,1,0,0
fd__29/03/2025_Alaves_Vallecano,SP1,Ла Лига,2024,29/03/2025,Alaves,Vallecano,0,2,A,2.15,2.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.18,3.02,4.09,0.0,0.0,0.0,12,11,4,5,14,12,8,5,3,5,0,0
fd__29/03/2025_Real Madrid_Leganes,SP1,Ла Лига,2024,29/03/2025,Real Madrid,Leganes,3,2,H,1.14,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,8.6,16.9,0.0,0.0,0.0,24,10,10,4,9,13,8,3,1,4,0,0
fd__30/03/2025_Getafe_Villarreal,SP1,Ла Лига,2024,30/03/2025,Getafe,Villarreal,1,2,A,3.25,3.1,2.35,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.18,2.36,0.0,0.0,0.0,11,9,4,3,16,21,3,1,1,4,0,0
fd__30/03/2025_Barcelona_Girona,SP1,Ла Лига,2024,30/03/2025,Barcelona,Girona,4,1,H,1.25,6.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,7.13,11.38,0.0,0.0,0.0,21,4,9,2,8,11,10,2,0,1,0,0
fd__30/03/2025_Ath Bilbao_Osasuna,SP1,Ла Лига,2024,30/03/2025,Ath Bilbao,Osasuna,0,0,D,1.45,4.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,4.46,7.69,0.0,0.0,0.0,11,5,5,2,12,12,3,4,1,1,0,0
fd__30/03/2025_Valencia_Mallorca,SP1,Ла Лига,2024,30/03/2025,Valencia,Mallorca,1,0,H,2.15,3.1,3.75,0.0,0.0,0.0,0.0,0.0,0.0,2.18,3.22,3.77,0.0,0.0,0.0,8,8,2,2,16,15,4,5,5,5,0,0
fd__30/03/2025_Betis_Sevilla,SP1,Ла Лига,2024,30/03/2025,Betis,Sevilla,2,1,H,1.83,3.5,4.33,0.0,0.0,0.0,0.0,0.0,0.0,1.88,3.53,4.5,0.0,0.0,0.0,11,6,3,2,10,22,2,2,4,4,0,0
fd__31/03/2025_Celta_Las Palmas,SP1,Ла Лига,2024,31/03/2025,Celta,Las Palmas,1,1,D,1.57,4.1,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.58,4.21,5.94,0.0,0.0,0.0,19,4,7,2,17,5,4,2,3,0,0,0
fd__04/04/2025_Vallecano_Espanol,SP1,Ла Лига,2024,04/04/2025,Vallecano,Espanol,0,4,A,1.65,3.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3.64,6.13,0.0,0.0,0.0,16,15,5,7,8,10,8,4,2,2,0,0
fd__05/04/2025_Girona_Alaves,SP1,Ла Лига,2024,05/04/2025,Girona,Alaves,0,1,A,2.05,3.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.39,3.83,0.0,0.0,0.0,11,14,6,3,9,16,1,5,1,4,0,0
fd__05/04/2025_Real Madrid_Valencia,SP1,Ла Лига,2024,05/04/2025,Real Madrid,Valencia,1,2,A,1.3,5.75,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3,5.83,10.25,0.0,0.0,0.0,21,10,9,2,10,13,9,4,0,4,0,0
fd__05/04/2025_Mallorca_Celta,SP1,Ла Лига,2024,05/04/2025,Mallorca,Celta,1,2,A,2.63,3.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.73,3.07,2.94,0.0,0.0,0.0,7,10,2,4,9,11,4,2,3,0,0,0
fd__05/04/2025_Barcelona_Betis,SP1,Ла Лига,2024,05/04/2025,Barcelona,Betis,1,1,D,1.36,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,5.76,7.51,0.0,0.0,0.0,13,6,5,2,16,12,9,3,2,1,0,0
fd__06/04/2025_Las Palmas_Sociedad,SP1,Ла Лига,2024,06/04/2025,Las Palmas,Sociedad,1,3,A,3.2,3.2,2.35,0.0,0.0,0.0,0.0,0.0,0.0,3.18,3.25,2.44,0.0,0.0,0.0,13,13,5,8,7,10,5,4,0,2,0,0
fd__06/04/2025_Sevilla_Ath Madrid,SP1,Ла Лига,2024,06/04/2025,Sevilla,Ath Madrid,1,2,A,3.5,3.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,3.46,3.39,2.23,0.0,0.0,0.0,11,13,6,5,14,12,7,7,1,4,0,0
fd__06/04/2025_Valladolid_Getafe,SP1,Ла Лига,2024,06/04/2025,Valladolid,Getafe,0,4,A,4.75,3.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,4.77,3.21,1.94,0.0,0.0,0.0,5,16,0,9,11,17,3,4,3,1,1,0
fd__06/04/2025_Villarreal_Ath Bilbao,SP1,Ла Лига,2024,06/04/2025,Villarreal,Ath Bilbao,0,0,D,2.2,3.3,3.25,0.0,0.0,0.0,0.0,0.0,0.0,2.23,3.51,3.33,0.0,0.0,0.0,12,11,4,2,9,13,6,5,0,1,1,0
fd__07/04/2025_Leganes_Osasuna,SP1,Ла Лига,2024,07/04/2025,Leganes,Osasuna,1,1,D,2.7,3.1,2.75,0.0,0.0,0.0,0.0,0.0,0.0,2.77,3.09,2.87,0.0,0.0,0.0,13,14,7,6,18,14,4,8,3,3,0,0
fd__11/04/2025_Valencia_Sevilla,SP1,Ла Лига,2024,11/04/2025,Valencia,Sevilla,1,0,H,2.3,3.1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.37,3.2,3.41,0.0,0.0,0.0,8,12,6,5,10,18,3,3,3,2,0,0
fd__12/04/2025_Sociedad_Mallorca,SP1,Ла Лига,2024,12/04/2025,Sociedad,Mallorca,0,2,A,1.75,3.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.45,5.69,0.0,0.0,0.0,15,7,4,3,11,12,8,2,3,1,0,0
fd__12/04/2025_Getafe_Las Palmas,SP1,Ла Лига,2024,12/04/2025,Getafe,Las Palmas,1,3,A,1.75,3.3,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.79,3.51,5.18,0.0,0.0,0.0,11,10,6,5,14,15,3,2,0,2,1,0
fd__12/04/2025_Celta_Espanol,SP1,Ла Лига,2024,12/04/2025,Celta,Espanol,0,2,A,1.62,3.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,3.88,5.89,0.0,0.0,0.0,16,5,6,3,14,10,13,5,2,2,0,0
fd__12/04/2025_Leganes_Barcelona,SP1,Ла Лига,2024,12/04/2025,Leganes,Barcelona,0,1,A,8.5,6.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,7.49,6.35,1.34,0.0,0.0,0.0,6,12,1,3,10,4,4,8,2,1,0,0
fd__13/04/2025_Osasuna_Girona,SP1,Ла Лига,2024,13/04/2025,Osasuna,Girona,2,1,H,2.45,3.2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.52,3.18,3.11,0.0,0.0,0.0,13,18,6,8,17,15,4,4,2,0,0,0
fd__13/04/2025_Alaves_Real Madrid,SP1,Ла Лига,2024,13/04/2025,Alaves,Real Madrid,0,1,A,5.25,4.1,1.62,0.0,0.0,0.0,0.0,0.0,0.0,5.38,4.23,1.63,0.0,0.0,0.0,13,11,6,4,21,12,4,4,4,4,1,1
fd__13/04/2025_Betis_Villarreal,SP1,Ла Лига,2024,13/04/2025,Betis,Villarreal,1,2,A,2.35,3.3,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.36,3.61,3.01,0.0,0.0,0.0,24,8,5,2,4,13,5,5,0,4,0,0
fd__13/04/2025_Ath Bilbao_Vallecano,SP1,Ла Лига,2024,13/04/2025,Ath Bilbao,Vallecano,3,1,H,1.75,3.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.45,5.23,0.0,0.0,0.0,13,11,4,3,12,7,7,1,4,3,0,0
fd__14/04/2025_Ath Madrid_Valladolid,SP1,Ла Лига,2024,14/04/2025,Ath Madrid,Valladolid,4,2,H,1.14,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,9.34,19.58,0.0,0.0,0.0,24,6,9,3,11,8,5,1,1,1,0,0
fd__18/04/2025_Espanol_Getafe,SP1,Ла Лига,2024,18/04/2025,Espanol,Getafe,1,0,H,2.88,2.63,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,2.75,3.11,0.0,0.0,0.0,9,9,3,4,12,15,6,8,0,2,0,1
fd__19/04/2025_Vallecano_Valencia,SP1,Ла Лига,2024,19/04/2025,Vallecano,Valencia,1,1,D,2.25,3.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.31,3.17,3.5,0.0,0.0,0.0,11,10,4,3,18,13,5,2,3,1,0,0
fd__19/04/2025_Barcelona_Celta,SP1,Ла Лига,2024,19/04/2025,Barcelona,Celta,4,3,H,1.3,5.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,6.53,8.64,0.0,0.0,0.0,18,11,6,8,10,13,4,1,2,2,0,0
fd__19/04/2025_Mallorca_Leganes,SP1,Ла Лига,2024,19/04/2025,Mallorca,Leganes,0,0,D,1.85,3.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,3.15,5.44,0.0,0.0,0.0,11,15,1,1,17,15,4,4,2,1,0,0
fd__19/04/2025_Las Palmas_Ath Madrid,SP1,Ла Лига,2024,19/04/2025,Las Palmas,Ath Madrid,1,0,H,5.75,4.2,1.55,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.29,1.57,0.0,0.0,0.0,8,7,2,2,13,13,4,4,3,1,0,0
fd__20/04/2025_Valladolid_Osasuna,SP1,Ла Лига,2024,20/04/2025,Valladolid,Osasuna,2,3,A,4.5,3.4,1.83,0.0,0.0,0.0,0.0,0.0,0.0,4.91,3.4,1.85,0.0,0.0,0.0,12,11,5,6,12,17,5,2,2,0,0,0
fd__20/04/2025_Villarreal_Sociedad,SP1,Ла Лига,2024,20/04/2025,Villarreal,Sociedad,2,2,D,1.7,3.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3.99,5.1,0.0,0.0,0.0,20,4,5,4,12,12,10,4,5,1,0,0
fd__20/04/2025_Sevilla_Alaves,SP1,Ла Лига,2024,20/04/2025,Sevilla,Alaves,1,1,D,2.0,3.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.08,3.02,4.51,0.0,0.0,0.0,10,11,2,3,10,11,3,6,2,2,0,0
fd__20/04/2025_Real Madrid_Ath Bilbao,SP1,Ла Лига,2024,20/04/2025,Real Madrid,Ath Bilbao,1,0,H,1.65,3.9,5.25,0.0,0.0,0.0,0.0,0.0,0.0,1.68,3.98,5.32,0.0,0.0,0.0,22,3,7,1,7,15,14,1,1,2,0,0
fd__21/04/2025_Girona_Betis,SP1,Ла Лига,2024,21/04/2025,Girona,Betis,1,3,A,2.88,3.3,2.45,0.0,0.0,0.0,0.0,0.0,0.0,2.84,3.55,2.51,0.0,0.0,0.0,11,17,5,9,13,11,8,9,3,2,0,0
fd__22/04/2025_Valencia_Espanol,SP1,Ла Лига,2024,22/04/2025,Valencia,Espanol,1,1,D,1.95,3.3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.01,3.37,4.28,0.0,0.0,0.0,16,8,7,3,7,7,6,4,2,1,0,0
fd__22/04/2025_Barcelona_Mallorca,SP1,Ла Лига,2024,22/04/2025,Barcelona,Mallorca,1,0,H,1.2,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,6.79,12.62,0.0,0.0,0.0,40,4,13,0,10,7,13,2,0,1,0,0
fd__23/04/2025_Ath Bilbao_Las Palmas,SP1,Ла Лига,2024,23/04/2025,Ath Bilbao,Las Palmas,1,0,H,1.36,5.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,5.07,9.0,0.0,0.0,0.0,13,10,4,2,13,9,3,3,1,3,0,0
fd__23/04/2025_Celta_Villarreal,SP1,Ла Лига,2024,23/04/2025,Celta,Villarreal,3,0,H,2.5,3.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.57,3.41,2.86,0.0,0.0,0.0,21,4,9,1,16,10,6,3,2,1,0,1
fd__23/04/2025_Alaves_Sociedad,SP1,Ла Лига,2024,23/04/2025,Alaves,Sociedad,1,0,H,2.35,3.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.41,3.13,3.34,0.0,0.0,0.0,10,6,1,0,17,17,6,6,4,5,0,0
fd__23/04/2025_Getafe_Real Madrid,SP1,Ла Лига,2024,23/04/2025,Getafe,Real Madrid,0,1,A,4.75,3.6,1.75,0.0,0.0,0.0,0.0,0.0,0.0,4.81,3.7,1.79,0.0,0.0,0.0,20,14,6,7,15,7,4,4,3,1,0,0
fd__24/04/2025_Leganes_Girona,SP1,Ла Лига,2024,24/04/2025,Leganes,Girona,1,1,D,2.75,3.1,2.75,0.0,0.0,0.0,0.0,0.0,0.0,2.84,3.09,2.8,0.0,0.0,0.0,7,8,1,3,16,18,4,5,4,2,1,0
fd__24/04/2025_Osasuna_Sevilla,SP1,Ла Лига,2024,24/04/2025,Osasuna,Sevilla,1,0,H,2.5,3.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.03,3.3,0.0,0.0,0.0,9,12,2,3,14,13,4,4,4,2,0,1
fd__24/04/2025_Ath Madrid_Vallecano,SP1,Ла Лига,2024,24/04/2025,Ath Madrid,Vallecano,3,0,H,1.53,4.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.55,4.16,6.51,0.0,0.0,0.0,10,12,5,5,8,15,6,3,0,2,0,0
fd__24/04/2025_Betis_Valladolid,SP1,Ла Лига,2024,24/04/2025,Betis,Valladolid,5,1,H,1.2,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,7.3,15.02,0.0,0.0,0.0,16,10,6,5,7,7,4,4,1,0,0,0
fd__27/04/2025_Villarreal_Espanol,SP1,Ла Лига,2024,27/04/2025,Villarreal,Espanol,1,0,H,1.44,5.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,1.45,5.3,6.19,0.0,0.0,0.0,14,12,5,1,19,11,8,6,4,0,0,0
fd__02/05/2025_Vallecano_Getafe,SP1,Ла Лига,2024,02/05/2025,Vallecano,Getafe,1,0,H,2.38,3.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3.03,3.45,0.0,0.0,0.0,13,12,8,1,12,13,7,3,3,2,0,1
fd__03/05/2025_Alaves_Ath Madrid,SP1,Ла Лига,2024,03/05/2025,Alaves,Ath Madrid,0,0,D,3.7,3.1,2.15,0.0,0.0,0.0,0.0,0.0,0.0,3.92,3.16,2.16,0.0,0.0,0.0,8,9,2,2,18,13,3,5,3,2,0,0
fd__03/05/2025_Villarreal_Osasuna,SP1,Ла Лига,2024,03/05/2025,Villarreal,Osasuna,4,2,H,1.53,4.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,4.52,5.74,0.0,0.0,0.0,15,11,5,4,10,18,2,8,4,1,0,0
fd__03/05/2025_Las Palmas_Valencia,SP1,Ла Лига,2024,03/05/2025,Las Palmas,Valencia,2,3,A,2.63,3.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.65,3.42,2.76,0.0,0.0,0.0,15,10,3,5,12,6,9,5,1,1,0,0
fd__03/05/2025_Valladolid_Barcelona,SP1,Ла Лига,2024,03/05/2025,Valladolid,Barcelona,1,2,A,15.0,8.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,13.19,8.75,1.17,0.0,0.0,0.0,5,24,4,7,12,15,4,8,3,2,0,0
fd__04/05/2025_Real Madrid_Celta,SP1,Ла Лига,2024,04/05/2025,Real Madrid,Celta,3,2,H,1.33,5.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,5.85,7.34,0.0,0.0,0.0,17,14,6,7,5,11,4,6,2,1,0,0
fd__04/05/2025_Sevilla_Leganes,SP1,Ла Лига,2024,04/05/2025,Sevilla,Leganes,2,2,D,1.77,3.5,4.75,0.0,0.0,0.0,0.0,0.0,0.0,1.81,3.51,5.05,0.0,0.0,0.0,25,9,7,3,17,12,8,2,4,5,0,0
fd__04/05/2025_Espanol_Betis,SP1,Ла Лига,2024,04/05/2025,Espanol,Betis,1,2,A,3.3,3.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,3.53,2.96,2.42,0.0,0.0,0.0,11,20,5,10,16,10,3,7,2,0,0,0
fd__04/05/2025_Sociedad_Ath Bilbao,SP1,Ла Лига,2024,04/05/2025,Sociedad,Ath Bilbao,0,0,D,2.55,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,3.27,3.04,0.0,0.0,0.0,12,3,3,1,18,13,7,3,1,2,0,0
fd__05/05/2025_Girona_Mallorca,SP1,Ла Лига,2024,05/05/2025,Girona,Mallorca,1,0,H,2.0,3.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,2.04,3.19,4.31,0.0,0.0,0.0,13,9,6,1,11,14,5,2,0,2,0,0
fd__09/05/2025_Las Palmas_Vallecano,SP1,Ла Лига,2024,09/05/2025,Las Palmas,Vallecano,0,1,A,2.45,3.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,3.34,3.07,0.0,0.0,0.0,11,16,2,5,8,9,8,8,2,3,0,0
fd__10/05/2025_Valencia_Getafe,SP1,Ла Лига,2024,10/05/2025,Valencia,Getafe,3,0,H,2.0,3.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,2.08,3.13,4.28,0.0,0.0,0.0,10,10,6,3,17,20,2,6,3,5,0,0
fd__10/05/2025_Celta_Sevilla,SP1,Ла Лига,2024,10/05/2025,Celta,Sevilla,3,2,H,1.8,3.6,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.85,3.73,4.4,0.0,0.0,0.0,8,19,4,10,11,16,3,6,0,2,1,0
fd__10/05/2025_Girona_Villarreal,SP1,Ла Лига,2024,10/05/2025,Girona,Villarreal,0,1,A,3.1,3.8,2.1,0.0,0.0,0.0,0.0,0.0,0.0,3.19,3.77,2.2,0.0,0.0,0.0,7,14,0,5,13,10,5,3,2,3,0,0
fd__10/05/2025_Mallorca_Valladolid,SP1,Ла Лига,2024,10/05/2025,Mallorca,Valladolid,2,1,H,1.33,5.25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,5.21,9.62,0.0,0.0,0.0,12,16,4,7,16,12,5,10,2,1,0,0
fd__10/05/2025_Ath Madrid_Sociedad,SP1,Ла Лига,2024,10/05/2025,Ath Madrid,Sociedad,4,0,H,1.67,3.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3.85,5.35,0.0,0.0,0.0,13,6,7,1,7,12,3,3,0,1,0,0
fd__11/05/2025_Leganes_Espanol,SP1,Ла Лига,2024,11/05/2025,Leganes,Espanol,3,2,H,2.4,3.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3.13,3.28,0.0,0.0,0.0,13,12,5,6,14,18,3,8,2,2,0,0
fd__11/05/2025_Barcelona_Real Madrid,SP1,Ла Лига,2024,11/05/2025,Barcelona,Real Madrid,4,3,H,1.9,3.7,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.96,4.19,3.5,0.0,0.0,0.0,23,9,9,5,17,15,10,2,4,3,0,0
fd__11/05/2025_Ath Bilbao_Alaves,SP1,Ла Лига,2024,11/05/2025,Ath Bilbao,Alaves,1,0,H,1.8,2.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.89,3.29,4.9,0.0,0.0,0.0,11,4,3,1,17,12,9,2,1,1,0,0
fd__11/05/2025_Betis_Osasuna,SP1,Ла Лига,2024,11/05/2025,Betis,Osasuna,1,1,D,1.62,3.75,5.75,0.0,0.0,0.0,0.0,0.0,0.0,1.66,4.01,5.44,0.0,0.0,0.0,10,16,5,5,8,12,6,7,3,2,0,0
fd__13/05/2025_Valladolid_Girona,SP1,Ла Лига,2024,13/05/2025,Valladolid,Girona,0,1,A,4.75,3.9,1.73,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.94,1.76,0.0,0.0,0.0,11,13,4,5,5,19,6,4,0,0,0,0
fd__13/05/2025_Sociedad_Celta,SP1,Ла Лига,2024,13/05/2025,Sociedad,Celta,0,1,A,2.3,3.3,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.39,3.36,3.16,0.0,0.0,0.0,15,6,5,2,18,11,14,1,3,1,0,0
fd__13/05/2025_Sevilla_Las Palmas,SP1,Ла Лига,2024,13/05/2025,Sevilla,Las Palmas,1,0,H,1.67,3.7,5.25,0.0,0.0,0.0,0.0,0.0,0.0,1.68,3.8,5.55,0.0,0.0,0.0,10,14,3,3,22,15,4,2,6,6,0,0
fd__14/05/2025_Alaves_Valencia,SP1,Ла Лига,2024,14/05/2025,Alaves,Valencia,1,0,H,2.1,3.1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.22,3.73,0.0,0.0,0.0,11,10,5,3,16,10,9,4,4,3,0,0
fd__14/05/2025_Villarreal_Leganes,SP1,Ла Лига,2024,14/05/2025,Villarreal,Leganes,3,0,H,1.33,5.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,5.38,8.33,0.0,0.0,0.0,17,23,7,6,5,11,3,6,1,1,0,0
fd__14/05/2025_Real Madrid_Mallorca,SP1,Ла Лига,2024,14/05/2025,Real Madrid,Mallorca,2,1,H,1.38,5.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,5.19,8.13,0.0,0.0,0.0,39,4,13,2,6,15,26,0,0,3,0,0
fd__15/05/2025_Vallecano_Betis,SP1,Ла Лига,2024,15/05/2025,Vallecano,Betis,2,2,D,3.0,3.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,3.14,3.07,2.57,0.0,0.0,0.0,20,10,6,3,8,18,10,7,1,3,0,0
fd__15/05/2025_Osasuna_Ath Madrid,SP1,Ла Лига,2024,15/05/2025,Osasuna,Ath Madrid,2,0,H,3.6,3.3,2.1,0.0,0.0,0.0,0.0,0.0,0.0,3.88,3.34,2.09,0.0,0.0,0.0,9,9,3,5,12,11,3,5,1,1,0,0
